min,mean,max,ntime,time,height,name
2.4696388625090793e-06,2.476778635555523e-06,2.4864303243008465e-06,0.0,20180921.0,1.0,hus
2.457994061660971e-06,2.4770451655919536e-06,2.486012789273641e-06,0.0,20180921.0,2.0,hus
2.4666942453094607e-06,2.4741964080599725e-06,2.4875641667196844e-06,0.0,20180921.0,3.0,hus
2.467169465591542e-06,2.4855377365353196e-06,2.5072655721098303e-06,0.0,20180921.0,4.0,hus
2.4779708986462602e-06,2.5462115892217997e-06,2.5792752656554887e-06,0.0,20180921.0,5.0,hus
2.6741889046451614e-06,2.7531847413699905e-06,2.8366871830885913e-06,0.0,20180921.0,6.0,hus
2.9549336781709904e-06,3.223143347568624e-06,3.68565317311374e-06,0.0,20180921.0,7.0,hus
3.261895888870268e-06,4.507105773506883e-06,6.497159730970733e-06,0.0,20180921.0,8.0,hus
4.385489493945904e-06,1.0414812421933406e-05,2.146815488846895e-05,0.0,20180921.0,9.0,hus
1.3990358596971715e-05,2.4683222866316545e-05,3.4827506492955436e-05,0.0,20180921.0,10.0,hus
2.4933976180171138e-05,3.25255771292838e-05,4.1995673778592524e-05,0.0,20180921.0,11.0,hus
3.09606862432603e-05,3.8087390801412664e-05,4.7911826729075765e-05,0.0,20180921.0,12.0,hus
3.8048217688721553e-05,5.126342536834633e-05,7.219296729757704e-05,0.0,20180921.0,13.0,hus
4.187138833307846e-05,7.000089314908391e-05,0.00012074592190626067,0.0,20180921.0,14.0,hus
4.638742848196547e-05,8.63140168954418e-05,0.00017746766860027256,0.0,20180921.0,15.0,hus
4.937849434113358e-05,0.00010869009927017452,0.00026597754348508184,0.0,20180921.0,16.0,hus
5.324276524261935e-05,0.0001480770510437296,0.000371203682081384,0.0,20180921.0,17.0,hus
8.960228927224921e-05,0.00018295657410247464,0.0004837723732804422,0.0,20180921.0,18.0,hus
7.560464598622187e-05,0.00021018886894786797,0.0005781020144422716,0.0,20180921.0,19.0,hus
7.669197770776473e-05,0.00022434472183452956,0.0006347092023521288,0.0,20180921.0,20.0,hus
7.854069853723491e-05,0.00024532733411475744,0.0004993586689245669,0.0,20180921.0,21.0,hus
8.423477861438604e-05,0.00028026985640968626,0.0005903887643483618,0.0,20180921.0,22.0,hus
9.879064698650583e-05,0.00035477542119797444,0.000793226510333345,0.0,20180921.0,23.0,hus
0.00013291941372509824,0.00040822311167688533,0.0009624093716099505,0.0,20180921.0,24.0,hus
0.00011220993051096851,0.00043377104840573055,0.001103158423897656,0.0,20180921.0,25.0,hus
6.310122022513883e-05,0.0004873252146819581,0.0009587124096950829,0.0,20180921.0,26.0,hus
4.3500112023574736e-05,0.0006266613730162434,0.001356046211158229,0.0,20180921.0,27.0,hus
4.9896460458424114e-05,0.0008542004548794164,0.0017184985570454798,0.0,20180921.0,28.0,hus
9.319197594191563e-05,0.0011094356471850985,0.0018879479249179548,0.0,20180921.0,29.0,hus
0.0001639950101806595,0.0012949275316833642,0.001968446382300141,0.0,20180921.0,30.0,hus
0.00025839064891300487,0.0014286429561673323,0.002049729996975909,0.0,20180921.0,31.0,hus
0.0004240465669642872,0.0015026461531995206,0.002153769654131187,0.0,20180921.0,32.0,hus
0.0008650239578554833,0.0015274852189932173,0.002780086493050199,0.0,20180921.0,33.0,hus
0.000817129515184188,0.001567212587385743,0.0032543333514895656,0.0,20180921.0,34.0,hus
0.000684302644169867,0.0016551495797505148,0.0044119850346164505,0.0,20180921.0,35.0,hus
0.000532980876496818,0.001786885762233974,0.005816120693282795,0.0,20180921.0,36.0,hus
0.0006228965790123747,0.0019047773540510134,0.006386115052129242,0.0,20180921.0,37.0,hus
0.00044839575394909687,0.00204319366168602,0.0065990824666960395,0.0,20180921.0,38.0,hus
0.0005804550525324396,0.002243635975840988,0.00653558120370677,0.0,20180921.0,39.0,hus
0.0005192295565889497,0.002560100132825763,0.006427526654064829,0.0,20180921.0,40.0,hus
0.000553284576622763,0.002979921422779566,0.006571338193948048,0.0,20180921.0,41.0,hus
0.0004957808472372457,0.0034842716525899167,0.006760434791567508,0.0,20180921.0,42.0,hus
0.0006732145373945257,0.00399694728063917,0.00768682558037151,0.0,20180921.0,43.0,hus
0.000712417334970917,0.004487132263038189,0.008203957453011793,0.0,20180921.0,44.0,hus
0.0007628615574190878,0.004951611994854337,0.008583999257795636,0.0,20180921.0,45.0,hus
